STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
AP68,"Jardín de niños ""juan B. de la Salle”",19.3809,-99.1068,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.133949,,,,0.0,,,,0.115228,,,,0.133949,,,,0.081396,,,,,,,,,,,
CP28,Cerro del Peñón,19.4385,-99.0839,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.133438,,,,0.0,,,,0.09029,,,,0.133438,,,,0.081154,,,,,,,,,,,
GC38,"Jardín de niños ""Luz García Campillo""",19.3161,-99.1059,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.125624,,,,0.0,,,,0.125624,,,,0.124198,,,,0.043172,,,,,,,,,,,
UC44,Unidad Colonia IMSS,19.4337,-99.1654,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIa,0.125319,,,,0.0,,,,0.125319,,,,0.124925,,,,0.041726,,,,,,,,,,,
PE10,"Esc. Prim. ""Plutarco Elías Calles""",19.3809,-99.1318,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.12456,,,,0.0,,,,0.101405,,,,0.12456,,,,0.031148,,,,,,,,,,,
CJ04,Multifamiliar Juárez II,19.4098,-99.1566,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.123928,,,,0.0,,,,0.123928,,,,0.097064,,,,0.034778,,,,,,,,,,,
LV17,Lindavista,19.4931,-99.1275,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIa,0.123016,,,,0.0,,,,0.123016,,,,0.104138,,,,0.025927,,,,,,,,,,,
MY19,Meyehualco,19.3461,-99.0433,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.119877,,,,0.0,,,,0.119877,,,,0.111648,,,,0.085394,,,,,,,,,,,
AO24,Alberca olímpica,19.358,-99.1539,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.119652,,,,0.0,,,,0.106394,,,,0.119652,,,,0.047917,,,,,,,,,,,
GR27,Granjas,19.4747,-99.1797,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.119634,,,,0.0,,,,0.084672,,,,0.119634,,,,0.04477,,,,,,,,,,,
VG09,Valle Gómez,19.4539,-99.1225,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.119545,,,,0.0,,,,0.119545,,,,0.101846,,,,0.036447,,,,,,,,,,,
AL01,Alameda,19.4356,-99.1453,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.117115,,,,0.0,,,,0.117115,,,,0.108563,,,,0.040191,,,,,,,,,,,
AE02,Esc. Prim. González Garzón,19.429,-99.0584,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.114862,,,,0.0,,,,0.096182,,,,0.114862,,,,0.042168,,,,,,,,,,,
BL45,Balderas,19.4253,-99.1481,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.114474,,,,0.0,,,,0.102273,,,,0.114474,,,,0.0397,,,,,,,,,,,
CI05,Cibeles,19.4186,-99.1653,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.114243,,,,0.0,,,,0.113319,,,,0.114243,,,,0.051197,,,,,,,,,,,
CO56,Esc. Sec. Téc. No. 18,19.4215,-99.159,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.113992,,,,0.0,,,,0.109762,,,,0.113992,,,,0.053819,,,,,,,,,,,
BA49,Buenos aires,19.4097,-99.145,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.113161,,,,0.0,,,,0.088938,,,,0.113161,,,,0.030643,,,,,,,,,,,
CJ03,Centro Urbano Juárez,19.4097,-99.1567,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.111994,,,,0.0,,,,0.111994,,,,0.098031,,,,0.036388,,,,,,,,,,,
XP06,"Jardín de niños ""Xochipilli""",19.4198,-99.1353,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.108189,,,,0.0,,,,0.081737,,,,0.108189,,,,0.030981,,,,,,,,,,,
JA43,Jamaica,19.4053,-99.125,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.106286,,,,0.0,,,,0.082884,,,,0.106286,,,,0.047826,,,,,,,,,,,
SP51,Sector Popular,19.3656,-99.1189,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.100381,,,,0.0,,,,0.077363,,,,0.100381,,,,0.038496,,,,,,,,,,,
GA62,Esc. Sec. Téc. No. 2,19.4385,-99.1401,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.097069,,,,0.0,,,,0.097069,,,,0.084035,,,,0.033662,,,,,,,,,,,
HJ72,Hospital Juárez,19.4251,-99.1301,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.096402,,,,0.0,,,,0.090334,,,,0.096402,,,,0.040602,,,,,,,,,,,
PD42,Palacio de los Deportes,19.4055,-99.0997,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.096259,,,,0.0,,,,0.083767,,,,0.096259,,,,0.04237,,,,,,,,,,,
LI58,Esc. Sec. Dna. No. 23,19.4263,-99.1569,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.095809,,,,0.0,,,,0.095809,,,,0.089905,,,,0.051122,,,,,,,,,,,
BO39,Bondojito,19.4653,-99.1047,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.095143,,,,0.0,,,,0.077913,,,,0.095143,,,,0.024112,,,,,,,,,,,
AU46,Esc. Sec. Téc. No. 14,19.3832,-99.1681,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.094892,,,,0.0,,,,0.077287,,,,0.094892,,,,0.033444,,,,,,,,,,,
VM29,Villa del Mar,19.3811,-99.1253,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.09483,,,,0.0,,,,0.085238,,,,0.09483,,,,0.035905,,,,,,,,,,,
CO47,Coyoacán,19.3714,-99.1703,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.093956,,,,0.0,,,,0.071962,,,,0.093956,,,,0.030594,,,,,,,,,,,
FJ74,Fundación Javier Barros Sierra,19.299,-99.21,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.092164,,,,0.0,,,,0.092164,,,,0.091056,,,,0.050052,,,,,,,,,,,
DM12,Deportivo Moctezuma,19.4312,-99.0963,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.090516,,,,0.0,,,,0.087536,,,,0.090516,,,,0.041026,,,,,,,,,,,
AU11,Autódromo,19.3919,-99.0869,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.090454,,,,0.0,,,,0.072106,,,,0.090454,,,,0.035168,,,,,,,,,,,
CA59,Candelaria,19.4258,-99.1183,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.089834,,,,0.0,,,,0.083504,,,,0.089834,,,,0.035618,,,,,,,,,,,
CS78,Esc. Sec. No. Téc. No. 243,19.3656,-99.2262,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.087005,,,,0.0,,,,0.087005,,,,0.055516,,,,0.057994,,,,,,,,,,,
PA34,"Esc. Prim. ""Alvaro Obregón""",19.2016,-99.0491,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.085563,,,,0.0,,,,0.083246,,,,0.085563,,,,0.059959,,,,,,,,,,,
ES57,Escandón,19.4017,-99.1775,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.083911,,,,0.0,,,,0.070497,,,,0.083911,,,,0.02819,,,,,,,,,,,
TL08,"Deportivo ""Antonio Caso T-II""",19.45,-99.1336,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.082849,,,,0.0,,,,0.082849,,,,0.081208,,,,0.030178,,,,,,,,,,,
TL55,Tlatelolco,19.4536,-99.1425,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.082457,,,,0.0,,,,0.082457,,,,0.069196,,,,0.033571,,,,,,,,,,,
EO30,"Jardín ""Esparza Oteo""",19.3885,-99.1772,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.082132,,,,0.0,,,,0.067507,,,,0.082132,,,,0.034529,,,,,,,,,,,
CE32,CETIS no. 57,19.3858,-99.0537,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.080388,,,,0.0,,,,0.080388,,,,0.076759,,,,0.035772,,,,,,,,,,,
UI21,U. Iberoamericana,19.3696,-99.2655,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.079261,,,,0.0,,,,0.07469,,,,0.079261,,,,0.035506,,,,,,,,,,,
RM48,"Esc. Prim. ""Rodolfo Menendez""",19.4359,-99.128,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIb,0.078013,,,,0.0,,,,0.061073,,,,0.078013,,,,0.037851,,,,,,,,,,,
DR16,Deportivo Reynosa,19.5005,-99.1829,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.077174,,,,0.0,,,,0.07101,,,,0.077174,,,,0.025095,,,,,,,,,,,
CE18,Esc. Prim. “Ramón Espinoza Villanueva”,19.3398,-99.0847,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.072736,,,,0.0,,,,0.072736,,,,0.051059,,,,0.02967,,,,,,,,,,,
RI76,República de Italia,19.4501,-99.0986,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIIc,0.072657,,,,0.0,,,,0.052382,,,,0.072657,,,,0.02424,,,,,,,,,,,
ME52,"Esc. Sec. Téc. ""Rafaél Dondé""",19.4383,-99.182,seismic,Stations_CDMX_GEO_DATA_And_Cires,II,0.072164,,,,0.0,,,,0.062803,,,,0.072164,,,,0.031709,,,,,,,,,,,
TP13,Tlalpan,19.2922,-99.1708,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.06658,,,,0.0,,,,0.060335,,,,0.06658,,,,0.051559,,,,,,,,,,,
CE23,CETIS Aragón,19.4619,-99.0642,seismic,Stations_CDMX_GEO_DATA_And_Cires,IIId,0.059987,,,,0.0,,,,0.052092,,,,0.059987,,,,0.026545,,,,,,,,,,,
MT50,Mariscal Tito,19.4253,-99.19,seismic,Stations_CDMX_GEO_DATA_And_Cires,I,0.058267,,,,0.0,,,,0.047051,,,,0.058267,,,,0.029802,,,,,,,,,,,
NZ20,NZ20,19.241,-99.0,seismic,Stations_Guillermo_Diaz_Fanas_2020_And_Cires,Zona IIId - Lago,0.14569,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CS66,CS66,19.2222,-99.554,seismic,Stations_Guillermo_Diaz_Fanas_2020_And_Cires,Zona IIIc - Lago,0.1334,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
NZ31,NZ31,19.25,-99.129,seismic,Stations_Guillermo_Diaz_Fanas_2020_And_Cires,Zona IIId - Lago,0.11,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
SS60,SS60,19.2335,-99.849,seismic,Stations_Guillermo_Diaz_Fanas_2020_And_Cires,Zona IIIb – Lago,0.10585,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
IM40,IM40,19.2034,-99.1212,seismic,Stations_Guillermo_Diaz_Fanas_2020_And_Cires,Zona I - Lomas,0.08886,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
UTM:(14Q 0583 2106 1000),,19.0496,-98.2064,macroseismic,Stations_USGS,,0.439338,0.807155,,0.79511,0.8059,1.0131,,1.0822,,,,,,,,,,,,,329.8,7.9,0.3,0.875,50.7065,1.4737,0.151238,inferred
UTM:(14Q 0485 2139 1000),,19.3494,-99.1381,macroseismic,Stations_USGS,,0.435959,0.841563,,1.010597,0.8059,1.0131,,1.0822,,,,,,,,,,,,,229.54,8.1,0.3,0.875,58.6617,1.4737,0.192992,inferred
UTM:(14Q 0474 2098 1000),,18.9788,-99.2422,macroseismic,Stations_USGS,,0.425345,0.811919,,0.912202,0.8059,1.0131,,1.0822,,,,,,,,,,,,,541.18,8.0,0.3,0.875,54.5392,1.4737,0.174223,inferred
UTM:(14Q 0505 2131 1000),,19.2772,-98.9477,macroseismic,Stations_USGS,,0.355518,0.689814,,0.715617,0.8059,1.0131,,1.0822,,,,,,,,,,,,,245.27,7.7,0.3,0.875,43.8301,1.4737,0.137797,inferred
UTM:(14Q 0489 2133 1000),,19.2952,-99.0999,macroseismic,Stations_USGS,,0.345579,0.679608,,0.728162,0.8059,1.0131,,1.0822,,,,,,,,,,,,,180.0,7.7,0.3,0.875,43.8301,1.4737,0.140507,inferred
UTM:(14Q 0483 2132 1000),,19.2862,-99.157,macroseismic,Stations_USGS,,0.342818,0.676748,,0.731751,0.8059,1.0131,,1.0822,,,,,,,,,,,,,378.06,7.7,0.3,0.875,43.8301,1.4737,0.141283,inferred
UTM:(14Q 0474 2136 1000),,19.3222,-99.2427,macroseismic,Stations_USGS,,0.335738,0.669363,,0.741171,0.8059,1.0131,,1.0822,,,,,,,,,,,,,572.58,7.7,0.3,0.875,43.8301,1.4737,0.143323,inferred
UTM:(14Q 0496 2134 1000),,19.3043,-99.0333,macroseismic,Stations_USGS,,0.327664,0.64589,,0.668882,0.8059,1.0131,,1.0822,,,,,,,,,,,,,411.51,7.6,0.3,0.875,40.7499,1.4737,0.129357,inferred
UTM:(14Q 0485 2132 1000),,19.2862,-99.138,macroseismic,Stations_USGS,,0.323192,0.64124,,0.674541,0.8059,1.0131,,1.0822,,,,,,,,,,,,,385.13,7.6,0.3,0.875,40.7499,1.4737,0.130584,inferred
UTM:(14Q 0483 2139 1000),,19.3494,-99.1571,macroseismic,Stations_USGS,,0.299211,0.601828,,0.628756,0.8059,1.0131,,1.0822,,,,,,,,,,,,,260.37,7.5,0.3,0.875,37.8862,1.4737,0.122209,inferred
UTM:(14Q 0482 2146 1000),,19.4127,-99.1667,macroseismic,Stations_USGS,,0.295317,0.597698,,0.633824,0.8059,1.0131,,1.0822,,,,,,,,,,,,,240.32,7.5,0.3,0.875,37.8862,1.4737,0.123313,inferred
UTM:(14Q 0482 2147 1000),,19.4217,-99.1667,macroseismic,Stations_USGS,,0.294831,0.59718,,0.634465,0.8059,1.0131,,1.0822,,,,,,,,,,,,,249.13,7.5,0.3,0.875,37.8862,1.4737,0.123453,inferred
UTM:(14Q 0483 2149 1000),,19.4398,-99.1572,macroseismic,Stations_USGS,,0.294249,0.596561,,0.635233,0.8059,1.0131,,1.0822,,,,,,,,,,,,,235.22,7.5,0.3,0.875,37.8862,1.4737,0.123621,inferred
UTM:(14Q 0482 2149 1000),,19.4398,-99.1667,macroseismic,Stations_USGS,,0.293855,0.59614,,0.635755,0.8059,1.0131,,1.0822,,,,,,,,,,,,,242.94,7.5,0.3,0.875,37.8862,1.4737,0.123734,inferred
UTM:(14Q 0579 2104 1000),,19.0316,-98.2445,macroseismic,Stations_USGS,,0.286913,0.549607,,0.453429,0.8059,1.0131,,1.0822,,,,,,,,,,,,,235.95,7.2,0.3,0.875,30.447,1.4737,0.087954,inferred
UTM:(14Q 0480 2134 1000),,19.3042,-99.1856,macroseismic,Stations_USGS,,0.282132,0.570305,,0.579534,0.8059,1.0131,,1.0822,,,,,,,,,,,,,356.52,7.4,0.3,0.875,35.2237,1.4737,0.11294,inferred
UTM:(14Q 0480 2139 1000),,19.3494,-99.1857,macroseismic,Stations_USGS,,0.279876,0.567903,,0.582393,0.8059,1.0131,,1.0822,,,,,,,,,,,,,334.08,7.4,0.3,0.875,35.2237,1.4737,0.113565,inferred
UTM:(14Q 0479 2140 1000),,19.3584,-99.1952,macroseismic,Stations_USGS,,0.279005,0.566973,,0.583506,0.8059,1.0131,,1.0822,,,,,,,,,,,,,381.79,7.4,0.3,0.875,35.2237,1.4737,0.113808,inferred
UTM:(14Q 0483 2146 1000),,19.4127,-99.1572,macroseismic,Stations_USGS,,0.277885,0.565776,,0.584946,0.8059,1.0131,,1.0822,,,,,,,,,,,,,229.08,7.4,0.3,0.875,35.2237,1.4737,0.114123,inferred
UTM:(14Q 0482 2148 1000),,19.4308,-99.1667,macroseismic,Stations_USGS,,0.276581,0.564378,,0.586635,0.8059,1.0131,,1.0822,,,,,,,,,,,,,245.23,7.4,0.3,0.875,35.2237,1.4737,0.114492,inferred
UTM:(14Q 0482 2140 1000),,19.3585,-99.1666,macroseismic,Stations_USGS,,0.263357,0.537575,,0.537478,0.8059,1.0131,,1.0822,,,,,,,,,,,,,281.84,7.3,0.3,0.875,32.7484,1.4737,0.1051,inferred
UTM:(14Q 0483 2142 1000),,19.3765,-99.1571,macroseismic,Stations_USGS,,0.262877,0.537058,,0.538081,0.8059,1.0131,,1.0822,,,,,,,,,,,,,264.57,7.3,0.3,0.875,32.7484,1.4737,0.105232,inferred
UTM:(14Q 0474 2096 1000),,18.9607,-99.2422,macroseismic,Stations_USGS,,0.259051,0.520869,,0.482727,0.8059,1.0131,,1.0822,,,,,,,,,,,,,509.65,7.2,0.3,0.875,30.447,1.4737,0.094348,inferred
UTM:(14Q 0470 2140 1000),,19.3583,-99.2809,macroseismic,Stations_USGS,,0.258586,0.532433,,0.543535,0.8059,1.0131,,1.0822,,,,,,,,,,,,,513.65,7.3,0.3,0.875,32.7484,1.4737,0.106428,inferred
UTM:(14Q 0489 2099 1000),,18.988,-99.0998,macroseismic,Stations_USGS,,0.25132,0.501032,,0.437238,0.8059,1.0131,,1.0822,,,,,,,,,,,,,884.05,7.1,0.3,0.875,28.3073,1.4737,0.085504,inferred
UTM:(14Q 0484 2140 1000),,19.3585,-99.1476,macroseismic,Stations_USGS,,0.248207,0.50929,,0.495546,0.8059,1.0131,,1.0822,,,,,,,,,,,,,251.4,7.2,0.3,0.875,30.447,1.4737,0.097161,inferred
UTM:(14Q 0478 2139 1000),,19.3494,-99.2047,macroseismic,Stations_USGS,,0.246367,0.507301,,0.497812,0.8059,1.0131,,1.0822,,,,,,,,,,,,,464.86,7.2,0.3,0.875,30.447,1.4737,0.097659,inferred
UTM:(14Q 0485 2147 1000),,19.4217,-99.1381,macroseismic,Stations_USGS,,0.245629,0.506502,,0.498728,0.8059,1.0131,,1.0822,,,,,,,,,,,,,220.62,7.2,0.3,0.875,30.447,1.4737,0.09786,inferred
UTM:(14Q 0480 2145 1000),,19.4036,-99.1857,macroseismic,Stations_USGS,,0.244738,0.505535,,0.49984,0.8059,1.0131,,1.0822,,,,,,,,,,,,,362.65,7.2,0.3,0.875,30.447,1.4737,0.098105,inferred
UTM:(14Q 0581 2102 1000),,19.0135,-98.2256,macroseismic,Stations_USGS,,0.238927,0.466044,,0.35652,0.8059,1.0131,,1.0822,,,,,,,,,,,,,267.07,6.9,0.3,0.875,24.4685,1.4737,0.069742,inferred
UTM:(14Q 0484 2139 1000),,19.3494,-99.1476,macroseismic,Stations_USGS,,0.233627,0.482167,,0.457246,0.8059,1.0131,,1.0822,,,,,,,,,,,,,247.07,7.1,0.3,0.875,28.3073,1.4737,0.089901,inferred
HLIG,HLIG,17.829966,-97.803575,seismic,Stations_USGS,,0.232396,,,0.037238,0.0,,,0.0,,,,,,,,,,,,,555.72,6.2,0.63,0.0,14.29,,,inferred
UTM:(14Q 0491 2148 1000),,19.4308,-99.081,macroseismic,Stations_USGS,,0.232242,0.480662,,0.458916,0.8059,1.0131,,1.0822,,,,,,,,,,,,,222.43,7.1,0.3,0.875,28.3073,1.4737,0.090269,inferred
UTM:(14Q 0481 2145 1000),,19.4036,-99.1762,macroseismic,Stations_USGS,,0.230298,0.478543,,0.461286,0.8059,1.0131,,1.0822,,,,,,,,,,,,,291.13,7.1,0.3,0.875,28.3073,1.4737,0.090791,inferred
UTM:(14Q 0484 2148 1000),,19.4308,-99.1476,macroseismic,Stations_USGS,,0.230103,0.47833,,0.461525,0.8059,1.0131,,1.0822,,,,,,,,,,,,,195.83,7.1,0.3,0.875,28.3073,1.4737,0.090844,inferred
UTM:(14Q 0472 2140 1000),,19.3583,-99.2618,macroseismic,Stations_USGS,,0.229031,0.477157,,0.462849,0.8059,1.0131,,1.0822,,,,,,,,,,,,,445.4,7.1,0.3,0.875,28.3073,1.4737,0.091136,inferred
UTM:(14Q 0485 2138 1000),,19.3404,-99.138,macroseismic,Stations_USGS,,0.220237,0.456853,,0.421514,0.8059,1.0131,,1.0822,,,,,,,,,,,,,235.88,7.0,0.3,0.875,26.318,1.4737,0.083096,inferred
UTM:(14Q 0582 2109 1000),,19.0767,-98.2158,macroseismic,Stations_USGS,,0.219928,0.436077,,0.333496,0.8059,1.0131,,1.0822,,,,,,,,,,,,,304.8,6.8,0.3,0.875,22.749,1.4737,0.065528,inferred
UTM:(14Q 0483 2140 1000),,19.3585,-99.1571,macroseismic,Stations_USGS,,0.218833,0.455319,,0.42317,0.8059,1.0131,,1.0822,,,,,,,,,,,,,275.24,7.0,0.3,0.875,26.318,1.4737,0.083462,inferred
UTM:(14Q 0484 2141 1000),,19.3675,-99.1476,macroseismic,Stations_USGS,,0.218792,0.455274,,0.423219,0.8059,1.0131,,1.0822,,,,,,,,,,,,,252.87,7.0,0.3,0.875,26.318,1.4737,0.083473,inferred
UTM:(14Q 0484 2143 1000),,19.3856,-99.1476,macroseismic,Stations_USGS,,0.218054,0.454466,,0.424097,0.8059,1.0131,,1.0822,,,,,,,,,,,,,249.14,7.0,0.3,0.875,26.318,1.4737,0.083667,inferred
UTM:(14Q 0480 2140 1000),,19.3584,-99.1857,macroseismic,Stations_USGS,,0.217851,0.454244,,0.424338,0.8059,1.0131,,1.0822,,,,,,,,,,,,,332.5,7.0,0.3,0.875,26.318,1.4737,0.083721,inferred
UTM:(14Q 0476 2091 1000),,18.9156,-99.2232,macroseismic,Stations_USGS,,0.216956,0.443,,0.378233,0.8059,1.0131,,1.0822,,,,,,,,,,,,,455.66,6.9,0.3,0.875,24.4685,1.4737,0.07452,inferred
UTM:(14Q 0475 2090 1000),,18.9065,-99.2326,macroseismic,Stations_USGS,,0.21662,0.442639,,0.378593,0.8059,1.0131,,1.0822,,,,,,,,,,,,,446.22,6.9,0.3,0.875,24.4685,1.4737,0.074599,inferred
UTM:(14Q 0480 2149 1000),,19.4398,-99.1858,macroseismic,Stations_USGS,,0.214694,0.450771,,0.428152,0.8059,1.0131,,1.0822,,,,,,,,,,,,,277.34,7.0,0.3,0.875,26.318,1.4737,0.084564,inferred
UTM:(14Q 0471 2141 1000),,19.3674,-99.2714,macroseismic,Stations_USGS,,0.214563,0.450626,,0.428313,0.8059,1.0131,,1.0822,,,,,,,,,,,,,470.41,7.0,0.3,0.875,26.318,1.4737,0.0846,inferred
UTM:(14Q 0584 2106 1000),,19.0495,-98.1969,macroseismic,Stations_USGS,,0.207999,0.41389,,0.306822,0.8059,1.0131,,1.0822,,,,,,,,,,,,,302.41,6.7,0.3,0.875,21.1503,1.4737,0.060433,inferred
UTM:(14Q 0480 2136 1000),,19.3223,-99.1856,macroseismic,Stations_USGS,,0.206029,0.431126,,0.390406,0.8059,1.0131,,1.0822,,,,,,,,,,,,,393.42,6.9,0.3,0.875,24.4685,1.4737,0.077213,inferred
UTM:(14Q 0479 2138 1000),,19.3404,-99.1952,macroseismic,Stations_USGS,,0.205047,0.430045,,0.39155,0.8059,1.0131,,1.0822,,,,,,,,,,,,,406.55,6.9,0.3,0.875,24.4685,1.4737,0.077466,inferred
UTM:(14Q 0481 2141 1000),,19.3675,-99.1762,macroseismic,Stations_USGS,,0.204679,0.429639,,0.391982,0.8059,1.0131,,1.0822,,,,,,,,,,,,,300.16,6.9,0.3,0.875,24.4685,1.4737,0.077562,inferred
UTM:(14Q 0481 2142 1000),,19.3765,-99.1762,macroseismic,Stations_USGS,,0.204346,0.429271,,0.392373,0.8059,1.0131,,1.0822,,,,,,,,,,,,,292.68,6.9,0.3,0.875,24.4685,1.4737,0.077649,inferred
UTM:(14Q 0482 2145 1000),,19.4036,-99.1667,macroseismic,Stations_USGS,,0.203634,0.428484,,0.393214,0.8059,1.0131,,1.0822,,,,,,,,,,,,,269.13,6.9,0.3,0.875,24.4685,1.4737,0.077835,inferred
UTM:(14Q 0485 2148 1000),,19.4308,-99.1381,macroseismic,Stations_USGS,,0.203447,0.428277,,0.393435,0.8059,1.0131,,1.0822,,,,,,,,,,,,,198.7,6.9,0.3,0.875,24.4685,1.4737,0.077884,inferred
UTM:(14Q 0473 2138 1000),,19.3403,-99.2523,macroseismic,Stations_USGS,,0.203139,0.427936,,0.3938,0.8059,1.0131,,1.0822,,,,,,,,,,,,,459.21,6.9,0.3,0.875,24.4685,1.4737,0.077966,inferred
UTM:(14Q 0483 2151 1000),,19.4579,-99.1572,macroseismic,Stations_USGS,,0.201883,0.426543,,0.3953,0.8059,1.0131,,1.0822,,,,,,,,,,,,,222.99,6.9,0.3,0.875,24.4685,1.4737,0.078298,inferred
UTM:(14Q 0481 2150 1000),,19.4488,-99.1762,macroseismic,Stations_USGS,,0.201687,0.426325,,0.395536,0.8059,1.0131,,1.0822,,,,,,,,,,,,,243.79,6.9,0.3,0.875,24.4685,1.4737,0.078351,inferred
UTM:(14Q 0481 2138 1000),,19.3404,-99.1761,macroseismic,Stations_USGS,,0.193275,0.407444,,0.360976,0.8059,1.0131,,1.0822,,,,,,,,,,,,,310.3,6.8,0.3,0.875,22.749,1.4737,0.071609,inferred
UTM:(14Q 0483 2148 1000),,19.4308,-99.1572,macroseismic,Stations_USGS,,0.190655,0.404532,,0.364008,0.8059,1.0131,,1.0822,,,,,,,,,,,,,233.67,6.8,0.3,0.875,22.749,1.4737,0.072283,inferred
UTM:(14Q 0473 2142 1000),,19.3764,-99.2523,macroseismic,Stations_USGS,,0.189749,0.403519,,0.365073,0.8059,1.0131,,1.0822,,,,,,,,,,,,,473.55,6.8,0.3,0.875,22.749,1.4737,0.07252,inferred
UTM:(14Q 0477 2149 1000),,19.4397,-99.2143,macroseismic,Stations_USGS,,0.188797,0.402454,,0.366199,0.8059,1.0131,,1.0822,,,,,,,,,,,,,375.84,6.8,0.3,0.875,22.749,1.4737,0.072771,inferred
UTM:(14Q 0583 2101 1000),,19.0044,-98.2066,macroseismic,Stations_USGS,,0.186437,0.373255,,0.259372,0.8059,1.0131,,1.0822,,,,,,,,,,,,,257.63,6.5,0.3,0.875,18.2821,1.4737,0.051327,inferred
UTM:(14Q 0481 2136 1000),,19.3223,-99.1761,macroseismic,Stations_USGS,,0.182205,0.38606,,0.33276,0.8059,1.0131,,1.0822,,,,,,,,,,,,,359.06,6.7,0.3,0.875,21.1503,1.4737,0.066187,inferred
